0		0.5 		12.3		1          
0.0623824	0.12217         11.8345         0.928005 
0.0625726	0.121573        11.833          0.927588 
0.0627628	0.12099         11.8315         0.927169 
0.062953	0.12042         11.83           0.926748 
0.0631431	0.119863        11.8285         0.926326 
0.0633333	0.11932         11.8269         0.925902 
0.0635235	0.118789        11.8254         0.925476 
0.0637137	0.118271        11.8238         0.925048 
0.0639039	0.117766        11.8222         0.924619 
0.0640941	0.117272        11.8206         0.924188 
0.0642843	0.116791        11.819          0.923755 
0.0644745	0.116321        11.8173         0.923321 
0.0646647	0.115862        11.8157         0.922884 
0.0648549	0.115415        11.814          0.922446 
0.065045	0.114979        11.8124         0.922007 
0.0652352	0.114554        11.8107         0.921565 
0.0654254	0.11414         11.809          0.921122 
0.0656156	0.113736        11.8072         0.920677 
0.0658058	0.113342        11.8055         0.920231 
0.065996	0.112958        11.8037         0.919782 
0.0661862	0.112584        11.802          0.919332 
0.0663764	0.11222         11.8002         0.918881 
0.0665666	0.111865        11.7984         0.918427 
0.0667568	0.11152         11.7966         0.917972 
0.0669469	0.111183        11.7948         0.917516 
0.0671371	0.110856        11.7929         0.917057 
0.0673273	0.110537        11.7911         0.916597 
0.0675175	0.110226        11.7892         0.916135 
0.0677077	0.109925        11.7873         0.915672 
0.0678979	0.109631        11.7854         0.915206 
0.0680881	0.109345        11.7835         0.914739 
0.0682783	0.109067        11.7816         0.914271 
0.0684685	0.108797        11.7796         0.913801 
0.0686587	0.108535        11.7777         0.913329 
0.0688488	0.108279        11.7757         0.912855 
0.069039	0.108031        11.7737         0.91238 
0.0692292	0.10779         11.7717         0.911903 
0.0694194	0.107556        11.7697         0.911424 
0.0696096	0.107329        11.7677         0.910944 
0.0697998	0.107108        11.7656         0.910462 
0.06999		0.106894        11.7636         0.909978 
0.0701802	0.106686        11.7615         0.909493 
0.0703704	0.106485        11.7594         0.909006 
0.0705606	0.106289        11.7573         0.908517 
0.0707508	0.106099        11.7552         0.908027 
0.0709409	0.105915        11.7531         0.907534 
0.0711311	0.105737        11.7509         0.907041 
0.0713213	0.105565        11.7488         0.906545 
0.0715115	0.105397        11.7466         0.906048 
0.0717017	0.105235        11.7444         0.905549 
0.0718919	0.105079        11.7422         0.905049 
0.0720821	0.104927        11.74           0.904547 
0.0722723	0.104781        11.7378         0.904043 
0.0724625	0.104639        11.7355         0.903537 
0.0726527	0.104502        11.7332         0.90303 
0.0728428	0.104369        11.731          0.902521 
0.073033	0.104242        11.7287         0.902011 
0.0732232	0.104118        11.7264         0.901499 
0.0734134	0.103999        11.724          0.900985 
0.0736036	0.103885        11.7217         0.900469 
0.0737938	0.103774        11.7193         0.899952 
0.073984	0.103668        11.717          0.899432 
0.0741742	0.103565        11.7146         0.898912 
0.0743644	0.103467        11.7122         0.898389 
0.0745546	0.103372        11.7098         0.897865 
0.0747447	0.103281        11.7073         0.897339 
0.0749349	0.103194        11.7049         0.896812 
0.0751251	0.10311         11.7024         0.896282 
0.0753153	0.10303         11.7            0.895751 
0.0755055	0.102953        11.6975         0.895218 
0.0756957	0.10288         11.695          0.894684 
0.0758859	0.10281         11.6925         0.894148 
0.0760761	0.102744        11.6899         0.89361 
0.0762663	0.10268         11.6874         0.89307 
0.0764565	0.10262         11.6848         0.892528 
0.0766466	0.102563        11.6822         0.891985 
0.0768368	0.102509        11.6797         0.89144 
0.077027	0.102457        11.677          0.890893 
0.0772172	0.102409        11.6744         0.890345 
0.0774074	0.102364        11.6718         0.889795 
0.0775976	0.102321        11.6691         0.889243 
0.0777878	0.102281        11.6665         0.888689 
0.077978	0.102244        11.6638         0.888133 
0.0781682	0.10221         11.6611         0.887576 
0.0783584	0.102178        11.6584         0.887017 
0.0785485	0.102149        11.6557         0.886456 
0.0787387	0.102123        11.6529         0.885893 
0.0789289	0.102099        11.6502         0.885328 
0.0791191	0.102077        11.6474         0.884762 
0.0793093	0.102058        11.6447         0.884194 
0.0794995	0.102042        11.6419         0.883624 
0.0796897	0.102028        11.6391         0.883052 
0.0798799	0.102016        11.6362         0.882478 
0.0800701	0.102006        11.6334         0.881902 
0.0802603	0.101999        11.6306         0.881325 
0.0804505	0.101995        11.6277         0.880746 
0.0806406	0.101992        11.6248         0.880165 
0.0808308	0.101992        11.622          0.879582 
0.081021	0.101994        11.6191         0.878997 
0.0812112	0.101998        11.6162         0.87841 
0.0814014	0.102005        11.6132         0.877821 
0.0815916	0.102014        11.6103         0.877231 
0.0817818	0.102025        11.6074         0.876638 
0.081972	0.102038        11.6044         0.876044 
0.0821622	0.102053        11.6014         0.875448 
0.0823524	0.102071        11.5984         0.874849 
0.0825425	0.10209         11.5954         0.874249 
0.0827327	0.102112        11.5924         0.873647 
0.0829229	0.102136        11.5894         0.873043 
0.0831131	0.102162        11.5864         0.872437 
0.0833033	0.10219         11.5834         0.871829 
0.0834935	0.10222         11.5803         0.871219 
0.0836837	0.102253        11.5772         0.870608 
0.0838739	0.102287        11.5742         0.869994 
0.0840641	0.102324        11.5711         0.869378 
0.0842543	0.102363        11.568          0.86876 
0.0844444	0.102404        11.5649         0.86814 
0.0846346	0.102447        11.5618         0.867519 
0.0848248	0.102492        11.5587         0.866895 
0.085015	0.102539        11.5555         0.866269 
0.0852052	0.102589        11.5524         0.865641 
0.0853954	0.102641        11.5492         0.865011 
0.0855856	0.102695        11.5461         0.864379 
0.0857758	0.102751        11.5429         0.863745 
0.085966	0.102809        11.5397         0.863109 
0.0861562	0.102869        11.5365         0.862471 
0.0863463	0.102932        11.5333         0.861831 
0.0865365	0.102997        11.5301         0.861189 
0.0867267	0.103064        11.5269         0.860545 
0.0869169	0.103133        11.5237         0.859898 
0.0871071	0.103205        11.5205         0.85925 
0.0872973	0.103279        11.5173         0.858599 
0.0874875	0.103355        11.514          0.857947 
0.0876777	0.103433        11.5108         0.857292 
0.0878679	0.103514        11.5075         0.856635 
0.0880581	0.103597        11.5043         0.855976 
0.0882482	0.103683        11.501          0.855315 
0.0884384	0.10377         11.4977         0.854652 
0.0886286	0.103861        11.4944         0.853986 
0.0888188	0.103953        11.4912         0.853319 
0.089009	0.104048        11.4879         0.852649 
0.0891992	0.104146        11.4846         0.851977 
0.0893894	0.104246        11.4813         0.851303 
0.0895796	0.104348        11.478          0.850627 
0.0897698	0.104453        11.4747         0.849948 
0.08996		0.104561        11.4713         0.849268 
0.0901502	0.104671        11.468          0.848585 
0.0903403	0.104784        11.4647         0.8479 
0.0905305	0.104899        11.4614         0.847213 
0.0907207	0.105017        11.458          0.846523 
0.0909109	0.105137        11.4547         0.845832 
0.0911011	0.10526         11.4514         0.845138 
0.0912913	0.105386        11.448          0.844442 
0.0914815	0.105515        11.4447         0.843743 
0.0916717	0.105646        11.4413         0.843043 
0.0918619	0.10578         11.438          0.84234 
0.0920521	0.105917        11.4346         0.841635 
0.0922422	0.106056        11.4313         0.840928 
0.0924324	0.106199        11.4279         0.840218 
0.0926226	0.106344        11.4246         0.839506 
